2021-12-05 13:15:11+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:15:11+00:00,"b'RT @FirstThemNEWS: Zachariah B. Johnson, a correctional officer with the Johnson County Sheriff\xe2\x80\x99s Office, arrested after raping a female in\xe2\x80\xa6'"
2021-12-05 13:15:02+00:00,"b'RT @ST_Culture: \xe2\x80\x9cAnd #MeToo,\xe2\x80\x9d Colman adds, \xe2\x80\x9cwas a moment when everyone went, \xe2\x80\x98Hang on a minute \xe2\x80\x94 no.\xe2\x80\x99\xe2\x80\x9d https://t.co/a20cNYitC5'"
2021-12-05 13:14:57+00:00,b'RT @Mollyploofkins: The Cuomo brothers are going to have to call Matt Lauer and find some real estate in New Zealand.\n \nSexual misconduct a\xe2\x80\xa6'
2021-12-05 13:14:56+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:14:52+00:00,"b'RT @FirstThemNEWS: Henry William Hauser Jr., 54, charged with chaining a #homeless woman in his garage and raping her repeatedly for two we\xe2\x80\xa6'"
2021-12-05 13:14:44+00:00,"b'RT @FirstThemNEWS: Ronald E. Styche III, 43, to serve 20 years in prison for raping two children.\nhttps://t.co/TQWoDLQym7\n#FirstThem \xf0\x9f\x91\x89\xf0\x9f\x8f\xbf #me\xe2\x80\xa6'"
2021-12-05 13:13:52+00:00,"b'RT @SaraMengstu: The #NoMore movement was by far bigger than the, #MeToo movement, or the Tigray #Genocide \xe2\x80\x9cFiasco\xe2\x80\x9d from last year!\nThe #No\xe2\x80\xa6'"
2021-12-05 13:13:19+00:00,"b""RT @peepoye_: the reason @TheRashamiDesai literally saved @itsmetejasswi as clarified by #MieshaIyer on her Instagram! So, it's clear #Teja\xe2\x80\xa6"""
2021-12-05 13:13:10+00:00,"b'RT @Filmona12: The #NoMore movement was by far bigger than the, #MeToo movement, or the Tigray #Genocide \xe2\x80\x9cFiasco\xe2\x80\x9d from last year!\nThe #NoMo\xe2\x80\xa6'"
2021-12-05 13:13:09+00:00,b'The Cuomo brothers are going to have to call Matt Lauer and find some real estate in New Zealand.\n \nSexual misconduct allegation leveled against fired CNN anchor Chris Cuomo #MeToo \nhttps://t.co/lto3fWcdB0'
